Timestamp,roll,pitch,heading,rollRate,pitchRate,yawRate,groundSpeed,airSpeed,airSpeedSetpoint,climbRate,altitudeRelative,altitudeAMSL,altitudeTuning,altitudeTuningSetpoint,xTrackError,flightDistance,flightTime,distanceToHome,missionItemIndex,headingToNextWP,headingToHome,distanceToGCS,throttlePct,hobbs,battery0.id,battery0.batteryFunction,battery0.batteryType,battery0.voltage,battery0.current,battery0.mahConsumed,battery0.temperature,battery0.percentRemaining,battery0.timeRemaining,battery0.timeRemainingStr,battery0.chargeState,battery0.instantPower,clock.currentTime,clock.currentDate,distanceSensor.rotationNone,distanceSensor.rotationYaw45,distanceSensor.rotationYaw90,distanceSensor.rotationYaw135,distanceSensor.rotationYaw180,distanceSensor.rotationYaw225,distanceSensor.rotationYaw270,distanceSensor.rotationYaw315,distanceSensor.rotationPitch90,distanceSensor.rotationPitch270,distanceSensor.minDistance,distanceSensor.maxDistance,escStatus.index,escStatus.rpm1,escStatus.rpm2,escStatus.rpm3,escStatus.rpm4,escStatus.current1,escStatus.current2,escStatus.current3,escStatus.current4,escStatus.voltage1,escStatus.voltage2,escStatus.voltage3,escStatus.voltage4,estimatorStatus.goodAttitudeEsimate,estimatorStatus.goodHorizVelEstimate,estimatorStatus.goodVertVelEstimate,estimatorStatus.goodHorizPosRelEstimate,estimatorStatus.goodHorizPosAbsEstimate,estimatorStatus.goodVertPosAbsEstimate,estimatorStatus.goodVertPosAGLEstimate,estimatorStatus.goodConstPosModeEstimate,estimatorStatus.goodPredHorizPosRelEstimate,estimatorStatus.goodPredHorizPosAbsEstimate,estimatorStatus.gpsGlitch,estimatorStatus.accelError,estimatorStatus.velRatio,estimatorStatus.horizPosRatio,estimatorStatus.vertPosRatio,estimatorStatus.magRatio,estimatorStatus.haglRatio,estimatorStatus.tasRatio,estimatorStatus.horizPosAccuracy,estimatorStatus.vertPosAccuracy,gps.lat,gps.lon,gps.mgrs,gps.hdop,gps.vdop,gps.courseOverGround,gps.lock,gps.count,gps2.lat,gps2.lon,gps2.mgrs,gps2.hdop,gps2.vdop,gps2.courseOverGround,gps2.lock,gps2.count,hygrometer.temperature,hygrometer.humidity,hygrometer.hygrometerid,localPosition.x,localPosition.y,localPosition.z,localPosition.vx,localPosition.vy,localPosition.vz,localPositionSetpoint.x,localPositionSetpoint.y,localPositionSetpoint.z,localPositionSetpoint.vx,localPositionSetpoint.vy,localPositionSetpoint.vz,setpoint.roll,setpoint.pitch,setpoint.yaw,setpoint.rollRate,setpoint.pitchRate,setpoint.yawRate,temperature.temperature1,temperature.temperature2,temperature.temperature3,terrain.blocksPending,terrain.blocksLoaded,vibration.xAxis,vibration.yAxis,vibration.zAxis,vibration.clipCount1,vibration.clipCount2,vibration.clipCount3,wind.direction,wind.speed,wind.verticalSpeed
2025-01-29 17:06:06.930,-0.4,-1.4,81,0.0,0.0,0.0,0.0,0.0,0.014,0.0,3.8,533.4,0.520,0.450,0.000,0.0,00:00:00,0.0,0,--.--,--.--,6.1,0,0000:00:00,0,0,0,47.43,0.00,4197,36,71,--.--,--:--:--,1,0.00,17:06:06,29/01/2025,11.63,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,100.00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,false,false,false,false,false,false,false,false,false,false,false,false,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,-16.6956118,-54.6695850,21KYB 48511 52664,0.5,0.1,45.0,3,25,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-13.4,-25.5,-8.4,0.0,-0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.18,42.36,--.--,0,0,0.0,0.0,0.0,0,0,0,180.0,0.0,0.0
2025-01-29 17:06:07.769,-0.4,-1.4,81,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,533.5,0.540,0.520,0.000,0.0,00:00:01,0.0,0,--.--,--.--,4.8,0,0000:00:00,0,0,0,47.43,0.00,4197,36,71,--.--,--:--:--,1,0.00,17:06:07,29/01/2025,11.62,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,100.00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,false,false,false,false,false,false,false,false,false,false,false,false,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,-16.6956118,-54.6695851,21KYB 48511 52664,0.5,0.1,0.0,3,25,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-13.4,-25.5,-8.4,0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.18,42.38,--.--,0,0,0.0,0.0,0.0,0,0,0,180.0,0.0,0.0
2025-01-29 17:06:08.782,-0.4,-1.4,81,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.1,533.5,0.580,0.520,0.000,0.0,00:00:02,0.0,0,--.--,--.--,4.3,0,0000:00:00,0,0,0,47.42,0.00,4197,36,71,--.--,--:--:--,1,0.00,17:06:08,29/01/2025,11.63,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,100.00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,false,false,false,false,false,false,false,false,false,false,false,false,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,-16.6956118,-54.6695851,21KYB 48511 52664,0.5,0.1,0.0,3,25,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-13.4,-25.5,-8.4,0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.18,42.38,--.--,0,0,0.0,0.0,0.0,0,0,0,180.0,0.0,0.0
2025-01-29 17:06:09.802,-0.4,-1.4,81,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.1,533.5,0.600,0.580,0.000,0.0,00:00:03,0.1,0,--.--,--.--,5.6,0,0000:00:00,0,0,0,47.42,0.00,4197,36,71,--.--,--:--:--,1,0.00,17:06:09,29/01/2025,11.63,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,100.00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,false,false,false,false,false,false,false,false,false,false,false,false,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,-16.6956117,-54.6695851,21KYB 48511 52664,0.5,0.1,315.0,3,25,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-13.4,-25.6,-8.5,0.0,-0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.20,42.35,--.--,0,0,0.1,0.1,0.0,0,0,0,180.0,0.0,0.0
2025-01-29 17:06:10.794,-0.4,-1.4,81,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.1,533.5,0.640,0.580,0.000,0.0,00:00:04,0.1,0,--.--,--.--,6.1,0,0000:00:00,0,0,0,47.42,0.00,4197,36,71,--.--,--:--:--,1,0.00,17:06:10,29/01/2025,11.63,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,100.00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,false,false,false,false,false,false,false,false,false,false,false,false,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,-16.6956117,-54.6695851,21KYB 48511 52664,0.5,0.1,315.0,3,25,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-13.4,-25.6,-8.5,0.0,-0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.20,42.35,--.--,0,0,0.1,0.1,0.0,0,0,0,180.0,0.0,0.0
2025-01-29 17:06:11.790,-0.4,-1.4,81,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.1,533.6,0.660,0.640,0.000,0.0,00:00:05,0.1,0,--.--,--.--,6.9,0,0000:00:00,0,0,0,47.42,0.00,4197,36,71,--.--,--:--:--,1,0.00,17:06:11,29/01/2025,11.62,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,100.00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,false,false,false,false,false,false,false,false,false,false,false,false,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,-16.6956115,-54.6695851,21KYB 48511 52664,0.5,0.1,315.0,3,25,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-13.4,-25.6,-8.5,-0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.21,42.39,--.--,0,0,0.0,0.0,0.0,0,0,0,180.0,0.0,0.0
2025-01-29 17:06:12.794,-0.4,-1.3,82,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.2,533.6,0.700,0.640,0.000,0.0,00:00:06,0.1,0,--.--,--.--,7.9,0,0000:00:00,0,0,0,47.37,1.99,4197,36,71,--.--,--:--:--,1,94.27,17:06:12,29/01/2025,11.86,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,100.00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,false,false,false,false,false,false,false,false,false,false,false,false,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,-16.6956115,-54.6695851,21KYB 48511 52664,0.5,0.1,315.0,3,25,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-13.4,-25.6,-8.6,-0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.21,42.39,--.--,0,0,1.9,1.1,1.6,0,0,0,180.0,0.0,0.0
2025-01-29 17:06:13.795,-0.4,-1.3,81,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.2,533.6,0.720,0.700,0.000,0.0,00:00:07,0.1,0,--.--,--.--,8.0,0,0000:00:00,0,0,0,47.34,4.98,4198,36,71,--.--,--:--:--,1,235.75,17:06:13,29/01/2025,11.76,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,100.00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,false,false,false,false,false,false,false,false,false,false,false,false,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,-16.6956114,-54.6695851,21KYB 48511 52664,0.6,0.1,270.0,3,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-13.4,-25.6,-8.6,-0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.19,42.39,--.--,0,0,1.3,1.3,1.2,0,0,0,180.0,0.0,0.0
2025-01-29 17:06:14.796,-0.3,-1.3,82,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.2,533.6,0.760,0.700,0.000,0.0,00:00:08,0.1,0,--.--,--.--,8.7,0,0000:00:00,0,0,0,47.34,4.98,4198,36,71,--.--,--:--:--,1,235.75,17:06:14,29/01/2025,11.76,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,100.00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,false,false,false,false,false,false,false,false,false,false,false,false,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,-16.6956114,-54.6695851,21KYB 48511 52664,0.6,0.1,270.0,3,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-13.4,-25.6,-8.6,-0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.19,42.39,--.--,0,0,1.3,1.3,1.2,0,0,0,180.0,0.0,0.0
2025-01-29 17:06:15.794,-0.2,-1.3,82,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.2,533.7,0.780,0.760,0.000,0.0,00:00:09,0.1,0,--.--,--.--,10.4,0,0000:00:00,0,0,0,47.35,4.98,4200,36,71,--.--,--:--:--,1,235.79,17:06:15,29/01/2025,11.99,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,100.00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,false,false,false,false,false,false,false,false,false,false,false,false,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,-16.6956114,-54.6695853,21KYB 48511 52664,0.5,0.1,33.7,3,25,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-13.4,-25.6,-8.6,-0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,45.16,42.37,--.--,0,0,1.2,1.7,1.2,0,0,0,180.0,0.0,0.0
